Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN30633,3,0,1,2,Meal Plan 2,0,Room_Type 4,7,2018,2,29,Online,0,0,0,193,2,Not_Canceled
INN30634,2,0,2,5,Meal Plan 1,0,Room_Type 4,53,2018,9,4,Online,0,0,0,131.14,0,Canceled
INN30635,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN30636,2,0,1,2,Not Selected,0,Room_Type 1,185,2018,12,16,Online,0,0,0,79.2,0,Canceled
INN30637,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,6,13,Online,0,0,0,79,2,Not_Canceled
INN30638,2,0,2,5,Meal Plan 1,0,Room_Type 4,64,2018,9,4,Online,0,0,0,131.14,0,Canceled
INN30639,2,0,2,1,Meal Plan 1,0,Room_Type 1,73,2018,11,27,Offline,0,0,0,75,0,Not_Canceled
INN30640,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,3,11,Offline,0,0,0,75,0,Not_Canceled
INN30641,2,0,1,2,Not Selected,0,Room_Type 1,15,2018,8,29,Online,0,0,0,118,1,Not_Canceled
INN30642,2,0,3,6,Not Selected,0,Room_Type 1,314,2018,12,26,Online,0,0,0,68.66,0,Canceled
INN30643,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,3,28,Online,0,0,0,101,0,Not_Canceled
INN30644,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75,0,Canceled
INN30645,2,0,1,4,Meal Plan 1,0,Room_Type 4,15,2017,12,30,Online,0,0,0,123,2,Not_Canceled
INN30646,2,0,2,0,Meal Plan 1,0,Room_Type 1,75,2018,8,14,Online,0,0,0,135.9,0,Canceled
INN30647,2,0,2,1,Meal Plan 1,0,Room_Type 2,34,2018,6,12,Online,0,0,0,119.5,1,Not_Canceled
INN30648,2,0,2,1,Meal Plan 1,0,Room_Type 1,87,2018,6,26,Offline,0,0,0,77.29,0,Not_Canceled
INN30649,2,1,1,3,Meal Plan 1,0,Room_Type 1,41,2018,10,24,Offline,0,0,0,100,0,Not_Canceled
INN30650,3,0,1,2,Meal Plan 1,0,Room_Type 7,29,2018,9,26,Online,0,0,0,184.06,1,Not_Canceled
INN30651,2,0,2,1,Not Selected,0,Room_Type 1,127,2018,11,13,Online,0,0,0,79.2,1,Canceled
INN30652,2,0,2,2,Not Selected,0,Room_Type 1,208,2018,7,30,Online,0,0,0,80.75,0,Canceled
INN30653,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,9,17,Online,0,0,0,94.5,2,Not_Canceled
INN30654,1,0,2,2,Meal Plan 1,0,Room_Type 1,14,2018,11,6,Online,0,0,0,117.3,0,Not_Canceled
INN30655,1,0,0,1,Meal Plan 1,0,Room_Type 4,20,2018,5,26,Aviation,1,1,1,110,0,Not_Canceled
INN30656,3,0,0,3,Meal Plan 1,0,Room_Type 1,3,2017,8,13,Online,0,0,0,140,1,Not_Canceled
INN30657,1,0,0,4,Not Selected,0,Room_Type 1,44,2018,4,13,Online,0,0,0,116,0,Canceled
INN30658,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Canceled
INN30659,2,0,1,1,Meal Plan 1,0,Room_Type 1,14,2017,10,19,Online,0,0,0,126,2,Not_Canceled
INN30660,1,0,1,2,Not Selected,0,Room_Type 1,6,2018,5,9,Offline,0,0,0,85,0,Not_Canceled
INN30661,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75,0,Canceled
INN30662,2,0,2,5,Not Selected,0,Room_Type 1,185,2018,8,13,Online,0,0,0,89.25,0,Canceled
INN30663,2,2,2,2,Meal Plan 1,0,Room_Type 6,130,2018,12,23,Online,0,0,0,144.5,0,Not_Canceled
INN30664,2,0,2,3,Meal Plan 1,0,Room_Type 4,45,2018,11,24,Online,0,0,0,96.9,2,Not_Canceled
INN30665,2,0,1,3,Meal Plan 1,0,Room_Type 4,120,2018,8,15,Online,0,0,0,125.55,0,Canceled
INN30666,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN30667,1,0,0,1,Meal Plan 1,0,Room_Type 1,32,2018,11,4,Online,0,0,0,124,1,Canceled
INN30668,2,0,0,4,Meal Plan 1,0,Room_Type 1,76,2018,7,6,Offline,0,0,0,72.25,0,Not_Canceled
INN30669,3,0,2,1,Meal Plan 1,0,Room_Type 4,52,2018,3,19,Online,0,0,0,131.4,1,Canceled
INN30670,1,0,0,2,Meal Plan 1,0,Room_Type 4,70,2018,4,22,Online,0,0,0,127.8,1,Canceled
INN30671,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,0,0,0,98.1,1,Not_Canceled
INN30672,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,6,20,Offline,0,0,0,85.5,0,Not_Canceled
INN30673,2,1,0,1,Meal Plan 1,0,Room_Type 4,9,2018,8,6,Offline,0,0,0,147.3,1,Not_Canceled
INN30674,1,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,5,24,Corporate,0,0,0,89,0,Canceled
INN30675,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70,0,Not_Canceled
INN30676,2,2,0,3,Meal Plan 1,0,Room_Type 6,52,2018,9,14,Online,0,0,0,207.9,1,Canceled
INN30677,2,1,1,1,Meal Plan 1,0,Room_Type 1,165,2018,8,1,Online,0,0,0,94.56,2,Not_Canceled
INN30678,1,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,1,10,Corporate,0,0,0,66,0,Not_Canceled
INN30679,2,0,0,3,Not Selected,0,Room_Type 1,28,2018,10,18,Online,0,0,0,91.63,1,Not_Canceled
INN30680,3,0,1,1,Meal Plan 1,0,Room_Type 4,6,2018,4,16,Online,0,0,0,152,1,Not_Canceled
INN30681,1,0,1,3,Meal Plan 1,0,Room_Type 1,20,2018,9,19,Corporate,0,0,0,119,0,Not_Canceled
INN30682,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,2018,8,19,Online,0,0,0,145,2,Not_Canceled
INN30683,2,0,0,2,Not Selected,0,Room_Type 1,13,2018,2,12,Online,0,0,0,79,1,Not_Canceled
INN30684,2,0,1,5,Meal Plan 1,0,Room_Type 1,5,2017,8,10,Online,0,0,0,90,2,Not_Canceled
INN30685,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,88.5,0,Not_Canceled
INN30686,0,2,2,3,Meal Plan 1,0,Room_Type 2,151,2018,8,19,Online,0,0,0,99.3,1,Canceled
INN30687,3,0,2,3,Meal Plan 1,0,Room_Type 4,121,2018,8,18,Online,0,0,0,139.5,2,Not_Canceled
INN30688,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75,0,Canceled
INN30689,1,1,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Offline,0,0,0,79.56,0,Canceled
INN30690,2,0,0,3,Not Selected,0,Room_Type 1,184,2018,11,24,Online,0,0,0,69.9,0,Canceled
INN30691,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,78,1,Not_Canceled
INN30692,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2017,8,24,Online,0,0,0,90,0,Not_Canceled
INN30693,2,0,0,2,Meal Plan 1,0,Room_Type 6,110,2018,10,14,Online,0,0,0,190.8,1,Not_Canceled
INN30694,2,0,2,2,Meal Plan 1,0,Room_Type 1,5,2018,12,30,Online,0,0,0,122.48,2,Not_Canceled
INN30695,2,0,2,1,Not Selected,0,Room_Type 1,43,2018,11,12,Online,0,0,0,92.4,1,Not_Canceled
INN30696,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,7,19,Online,0,0,0,123.9,0,Canceled
INN30697,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN30698,2,0,0,4,Meal Plan 1,0,Room_Type 4,85,2018,4,19,Online,0,0,0,124.53,0,Canceled
INN30699,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN30700,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,12,21,Complementary,0,0,0,0,1,Not_Canceled
INN30701,3,0,0,2,Meal Plan 1,0,Room_Type 4,69,2018,5,27,Online,0,0,0,159.3,2,Not_Canceled
INN30702,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,6,13,Online,0,0,0,111,0,Not_Canceled
INN30703,2,0,0,2,Not Selected,0,Room_Type 1,142,2018,7,1,Online,0,0,0,85.5,1,Not_Canceled
INN30704,2,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,6,12,Online,0,0,0,121,1,Not_Canceled
INN30705,2,0,2,0,Meal Plan 1,0,Room_Type 1,277,2018,10,16,Online,0,0,0,96.3,0,Canceled
INN30706,2,0,2,2,Meal Plan 1,0,Room_Type 4,241,2018,9,2,Online,0,0,0,101.79,1,Canceled
INN30707,2,0,2,3,Meal Plan 2,0,Room_Type 1,137,2018,12,24,Online,0,0,0,117.3,2,Not_Canceled
INN30708,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112,0,Not_Canceled
INN30709,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70,0,Not_Canceled
INN30710,2,0,0,2,Not Selected,0,Room_Type 1,4,2018,7,28,Online,0,0,0,124,0,Canceled
INN30711,3,0,2,2,Meal Plan 2,0,Room_Type 4,31,2018,6,26,Online,0,0,0,192.6,0,Canceled
INN30712,2,0,0,5,Meal Plan 1,0,Room_Type 4,29,2017,10,20,Offline,0,0,0,75,1,Not_Canceled
INN30713,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN30714,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85,0,Not_Canceled
INN30715,1,0,1,0,Meal Plan 1,0,Room_Type 1,34,2018,1,24,Corporate,0,0,0,66,0,Not_Canceled
INN30716,2,1,1,4,Meal Plan 1,0,Room_Type 1,62,2017,10,19,Online,0,0,0,68.72,2,Not_Canceled
INN30717,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2017,10,7,Online,0,0,0,164,2,Not_Canceled
INN30718,2,0,2,0,Meal Plan 1,0,Room_Type 1,44,2018,10,2,Online,0,0,0,113.4,0,Canceled
INN30719,2,0,2,1,Meal Plan 1,0,Room_Type 1,121,2018,7,16,Online,0,0,0,105.3,1,Not_Canceled
INN30720,2,0,0,4,Meal Plan 1,0,Room_Type 1,109,2018,4,19,Online,0,0,0,88.83,0,Not_Canceled
INN30721,2,0,0,3,Meal Plan 1,0,Room_Type 1,65,2018,2,10,Offline,0,0,0,60,0,Not_Canceled
INN30722,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,1,28,Online,0,0,0,79,1,Not_Canceled
INN30723,2,0,1,3,Meal Plan 1,0,Room_Type 4,6,2017,9,7,Online,0,0,0,77.57,1,Not_Canceled
INN30724,2,0,0,3,Meal Plan 1,0,Room_Type 1,109,2018,11,17,Online,0,0,0,90,1,Not_Canceled
INN30725,3,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,138,1,Not_Canceled
INN30726,2,0,2,2,Meal Plan 1,0,Room_Type 1,132,2017,12,20,Online,0,0,0,55.63,0,Not_Canceled
INN30727,1,0,2,2,Meal Plan 1,0,Room_Type 1,102,2018,5,1,Online,0,0,0,89.25,2,Not_Canceled
INN30728,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
INN30729,3,0,0,2,Meal Plan 1,0,Room_Type 4,6,2018,4,22,Online,0,0,0,167,0,Not_Canceled
INN30730,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
INN30731,2,1,1,1,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Online,0,0,0,83.55,0,Canceled
INN30732,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,19,Online,0,0,0,111,1,Not_Canceled
INN30733,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Canceled
INN30734,2,0,0,2,Meal Plan 1,0,Room_Type 1,10,2017,11,13,Online,0,0,0,12,0,Not_Canceled
INN30735,2,0,2,2,Meal Plan 2,0,Room_Type 4,22,2018,5,21,Online,0,0,0,194,1,Not_Canceled
INN30736,2,2,2,1,Meal Plan 1,0,Room_Type 6,57,2018,4,16,Online,0,0,0,177.3,0,Canceled
INN30737,2,0,2,1,Meal Plan 1,0,Room_Type 4,9,2018,3,5,Offline,0,0,0,92,0,Canceled
INN30738,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,5,17,Offline,0,0,0,90,0,Not_Canceled
INN30739,2,0,2,3,Not Selected,0,Room_Type 1,13,2018,8,26,Online,0,0,0,122,0,Canceled
INN30740,3,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,12,2,Online,0,0,0,157.5,2,Not_Canceled
INN30741,2,0,2,3,Meal Plan 1,0,Room_Type 4,26,2017,10,4,Online,0,0,0,79.85,1,Canceled
INN30742,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,10,16,Online,0,0,0,160,1,Not_Canceled
INN30743,2,2,2,6,Meal Plan 1,0,Room_Type 6,9,2018,4,8,Online,0,0,0,200.75,0,Canceled
INN30744,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,5,Online,0,0,0,126,1,Not_Canceled
INN30745,2,0,0,1,Meal Plan 1,0,Room_Type 2,3,2017,9,12,Complementary,0,0,0,0,0,Not_Canceled
INN30746,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,25,Aviation,0,0,0,95,0,Canceled
INN30747,2,0,1,4,Meal Plan 1,0,Room_Type 1,107,2018,7,13,Online,0,0,0,105.3,0,Canceled
INN30748,2,1,0,3,Meal Plan 1,0,Room_Type 1,67,2018,10,19,Online,0,0,0,135,0,Canceled
INN30749,2,0,2,4,Meal Plan 1,0,Room_Type 1,90,2017,8,16,Online,0,0,0,76.5,0,Canceled
INN30750,2,0,1,1,Meal Plan 2,0,Room_Type 1,66,2018,3,5,Online,0,0,0,126,0,Canceled
INN30751,2,0,1,4,Meal Plan 1,0,Room_Type 4,28,2017,9,21,Offline,0,0,0,68,1,Not_Canceled
INN30752,3,0,2,5,Meal Plan 1,1,Room_Type 1,170,2018,8,6,Online,0,0,0,148,2,Canceled
INN30753,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
INN30754,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90,0,Not_Canceled
INN30755,1,0,1,3,Meal Plan 1,0,Room_Type 1,120,2018,5,12,Online,0,0,0,110.59,0,Canceled
INN30756,2,0,2,0,Meal Plan 1,0,Room_Type 1,60,2018,1,31,Offline,0,0,0,60,1,Not_Canceled
INN30757,3,0,2,2,Meal Plan 1,0,Room_Type 4,194,2018,8,19,Online,0,0,0,132.18,1,Canceled
INN30758,2,0,1,3,Meal Plan 1,0,Room_Type 1,224,2018,6,20,Online,0,0,0,73.37,1,Not_Canceled
INN30759,2,0,0,3,Meal Plan 1,0,Room_Type 4,114,2018,5,24,Online,0,0,0,140.4,0,Not_Canceled
INN30760,2,0,2,6,Not Selected,0,Room_Type 1,88,2018,3,31,Online,0,0,0,72.25,1,Not_Canceled
INN30761,1,0,0,1,Not Selected,0,Room_Type 1,4,2018,9,20,Online,0,0,0,122.4,0,Not_Canceled
INN30762,2,0,3,5,Meal Plan 1,0,Room_Type 4,46,2018,3,13,Online,0,0,0,96.16,1,Canceled
INN30763,3,0,2,5,Meal Plan 1,0,Room_Type 5,132,2018,3,21,Offline,0,0,0,104.55,1,Not_Canceled
INN30764,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,7,1,Offline,0,0,0,72.25,0,Not_Canceled
INN30765,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70,1,Not_Canceled
INN30766,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Canceled
INN30767,3,0,0,5,Meal Plan 2,0,Room_Type 4,183,2018,8,16,Online,0,0,0,187.5,0,Canceled
INN30768,2,0,2,0,Meal Plan 1,0,Room_Type 1,160,2018,8,7,Offline,0,0,0,72.25,1,Not_Canceled
INN30769,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
INN30770,2,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,4,1,Online,0,0,0,131.4,0,Canceled
INN30771,2,0,0,3,Not Selected,0,Room_Type 1,127,2018,7,7,Online,0,0,0,103.5,0,Canceled
INN30772,0,2,0,3,Meal Plan 1,0,Room_Type 2,156,2018,8,31,Online,0,0,0,108.66,0,Canceled
INN30773,2,0,1,3,Meal Plan 1,1,Room_Type 4,25,2018,11,10,Online,0,0,0,126.48,2,Not_Canceled
INN30774,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN30775,3,0,2,4,Meal Plan 1,0,Room_Type 1,87,2018,8,27,Online,0,0,0,112.03,2,Not_Canceled
INN30776,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,3,18,Online,0,0,0,109,0,Canceled
INN30777,2,0,2,1,Not Selected,0,Room_Type 1,24,2018,12,4,Online,0,0,0,88,2,Not_Canceled
INN30778,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2018,12,27,Online,0,0,0,74.88,0,Not_Canceled
INN30779,1,0,0,1,Meal Plan 1,0,Room_Type 1,77,2018,4,14,Online,0,0,0,90.9,1,Canceled
INN30780,2,0,0,1,Not Selected,0,Room_Type 1,109,2018,7,27,Online,0,0,0,94.5,1,Canceled
INN30781,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,102,0,Canceled
INN30782,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,3,16,Offline,0,0,0,80,0,Not_Canceled
INN30783,2,2,1,1,Meal Plan 1,0,Room_Type 6,5,2017,8,15,Online,0,0,0,162,1,Canceled
INN30784,3,0,2,2,Meal Plan 1,0,Room_Type 4,45,2018,3,19,Online,0,0,0,124.1,2,Not_Canceled
INN30785,2,2,2,1,Meal Plan 1,0,Room_Type 6,139,2018,7,30,Online,0,0,0,192.3,1,Canceled
INN30786,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,10,26,Offline,0,0,0,90,1,Not_Canceled
INN30787,2,0,2,1,Not Selected,0,Room_Type 1,3,2018,4,17,Online,0,0,0,89,0,Canceled
INN30788,3,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,7,19,Online,0,0,0,162,1,Canceled
INN30789,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2017,9,27,Corporate,1,1,2,65,0,Not_Canceled
INN30790,2,0,0,4,Meal Plan 1,0,Room_Type 4,44,2018,4,26,Online,0,0,0,119.38,1,Not_Canceled
INN30791,1,0,2,4,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,78.33,0,Not_Canceled
INN30792,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
INN30793,1,0,0,1,Not Selected,0,Room_Type 1,181,2018,10,11,Online,0,0,0,78.48,0,Canceled
INN30794,2,0,1,4,Meal Plan 1,0,Room_Type 1,143,2018,9,21,Online,0,0,0,129.6,2,Canceled
INN30795,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115,1,Canceled
INN30796,2,0,1,2,Meal Plan 1,0,Room_Type 1,9,2017,9,7,Online,0,0,0,161.33,0,Not_Canceled
INN30797,2,0,0,4,Meal Plan 1,0,Room_Type 1,75,2018,3,30,Online,0,0,0,82.45,0,Canceled
INN30798,2,1,0,1,Meal Plan 1,0,Room_Type 1,18,2018,8,20,Online,0,0,0,125,1,Not_Canceled
INN30799,2,0,1,1,Meal Plan 1,0,Room_Type 1,30,2018,5,23,Online,0,0,0,117.9,0,Canceled
INN30800,1,0,1,4,Meal Plan 1,0,Room_Type 1,63,2017,10,19,Online,0,0,0,80.75,2,Canceled
INN30801,1,0,0,2,Meal Plan 1,0,Room_Type 4,51,2018,4,14,Online,0,0,0,123.3,0,Canceled
INN30802,1,0,0,2,Meal Plan 1,0,Room_Type 1,23,2017,10,7,Online,0,0,0,101,1,Not_Canceled
INN30803,2,2,1,5,Meal Plan 1,0,Room_Type 6,59,2018,4,26,Online,0,0,0,177.93,0,Canceled
INN30804,2,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,9,1,Online,0,0,0,109.8,2,Not_Canceled
INN30805,2,0,0,4,Meal Plan 1,0,Room_Type 1,75,2018,4,5,Online,0,0,0,88.83,0,Not_Canceled
INN30806,1,0,2,1,Meal Plan 1,0,Room_Type 1,2,2018,11,13,Aviation,0,0,0,79,0,Not_Canceled
INN30807,2,1,1,0,Meal Plan 1,0,Room_Type 1,154,2018,10,31,Online,0,0,0,78.99,2,Not_Canceled
INN30808,2,0,0,1,Not Selected,1,Room_Type 1,85,2018,5,13,Online,0,0,0,125.1,3,Not_Canceled
INN30809,2,0,2,2,Meal Plan 1,0,Room_Type 1,100,2018,4,17,Offline,0,0,0,80.75,1,Not_Canceled
INN30810,2,0,2,2,Meal Plan 1,0,Room_Type 1,158,2018,12,23,Online,0,0,0,89.5,2,Not_Canceled
INN30811,2,0,2,5,Meal Plan 1,0,Room_Type 4,152,2018,7,21,Online,0,0,0,114.63,2,Canceled
INN30812,1,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,86,0,Not_Canceled
INN30813,1,0,3,7,Meal Plan 1,0,Room_Type 1,10,2018,12,2,Online,0,0,0,76.59,0,Not_Canceled
INN30814,2,1,2,1,Meal Plan 1,0,Room_Type 1,14,2018,4,16,Online,0,0,0,127.67,0,Canceled
INN30815,1,0,1,1,Not Selected,0,Room_Type 1,19,2018,7,18,Offline,0,0,0,75,0,Not_Canceled
INN30816,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120,0,Canceled
INN30817,3,0,2,1,Meal Plan 1,0,Room_Type 4,27,2018,11,12,Online,0,0,0,150,1,Not_Canceled
INN30818,1,0,0,1,Meal Plan 1,1,Room_Type 1,6,2018,10,6,Corporate,1,0,1,67,0,Not_Canceled
INN30819,2,0,3,10,Meal Plan 1,0,Room_Type 1,6,2017,9,1,Online,0,0,0,116.62,1,Canceled
INN30820,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52,0,Not_Canceled
INN30821,1,0,0,3,Meal Plan 1,0,Room_Type 1,232,2018,8,25,Online,0,0,0,90.9,0,Canceled
INN30822,2,0,0,5,Meal Plan 1,0,Room_Type 4,133,2018,6,21,Offline,0,0,0,90.95,0,Not_Canceled
INN30823,2,0,1,4,Meal Plan 1,0,Room_Type 2,187,2018,9,12,Offline,0,0,0,80.75,1,Not_Canceled
INN30824,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,2017,12,5,Corporate,0,0,0,50,0,Not_Canceled
INN30825,2,0,0,1,Meal Plan 2,0,Room_Type 1,1,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
INN30826,1,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,90,0,Canceled
INN30827,3,0,2,2,Meal Plan 1,0,Room_Type 4,56,2018,8,26,Online,0,0,0,162,2,Not_Canceled
INN30828,1,0,1,0,Not Selected,0,Room_Type 1,5,2017,11,15,Online,0,0,0,73.15,0,Not_Canceled
INN30829,2,0,0,5,Not Selected,0,Room_Type 1,35,2018,2,9,Online,0,0,0,67.5,1,Canceled
INN30830,2,0,1,1,Meal Plan 1,0,Room_Type 1,31,2018,10,15,Offline,0,0,0,85,0,Not_Canceled
INN30831,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65,0,Not_Canceled
INN30832,3,0,0,2,Meal Plan 1,0,Room_Type 1,85,2017,8,11,Online,0,0,0,50.3,0,Canceled
INN30833,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
INN30834,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,1,13,1,70,0,Canceled
INN30835,2,0,0,3,Meal Plan 1,0,Room_Type 4,106,2018,4,28,Online,0,0,0,85.7,1,Not_Canceled
INN30836,2,0,0,2,Meal Plan 1,0,Room_Type 4,29,2018,10,5,Online,0,0,0,166.25,3,Not_Canceled
INN30837,3,0,1,3,Meal Plan 1,0,Room_Type 4,73,2018,7,4,Online,0,0,0,150.3,2,Not_Canceled
INN30838,2,1,0,3,Meal Plan 1,0,Room_Type 1,169,2018,8,3,Online,0,0,0,121.5,2,Canceled
INN30839,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,9,1,Online,0,0,0,73.15,0,Not_Canceled
INN30840,1,0,1,2,Meal Plan 1,0,Room_Type 1,117,2018,2,29,Offline,0,0,0,76,0,Not_Canceled
INN30841,2,1,0,3,Meal Plan 2,0,Room_Type 1,50,2018,4,12,Online,0,0,0,164.25,2,Not_Canceled
INN30842,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75,0,Not_Canceled
INN30843,2,0,0,1,Not Selected,0,Room_Type 1,153,2018,7,29,Online,0,0,0,94.5,1,Not_Canceled
INN30844,2,0,2,4,Not Selected,0,Room_Type 1,125,2018,7,2,Online,0,0,0,90.67,2,Not_Canceled
INN30845,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,2018,9,6,Online,0,0,0,98.1,0,Not_Canceled
INN30846,2,0,0,2,Meal Plan 1,1,Room_Type 4,11,2018,11,4,Corporate,0,0,0,65,2,Not_Canceled
INN30847,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled
INN30848,2,0,1,2,Meal Plan 1,0,Room_Type 1,191,2018,6,3,Offline,0,0,0,132,0,Canceled
INN30849,2,0,1,0,Not Selected,0,Room_Type 1,12,2018,7,24,Online,0,0,0,139,0,Not_Canceled
INN30850,1,0,0,3,Meal Plan 1,0,Room_Type 4,57,2018,10,13,Online,0,0,0,132.3,2,Not_Canceled
INN30851,2,0,2,4,Meal Plan 1,0,Room_Type 1,19,2018,11,13,Offline,0,0,0,68,1,Not_Canceled
INN30852,2,0,1,3,Meal Plan 1,0,Room_Type 4,71,2018,3,31,Online,0,0,0,90.95,1,Not_Canceled
INN30853,2,0,2,5,Meal Plan 1,0,Room_Type 1,68,2017,9,12,Online,0,0,0,96.17,2,Not_Canceled
INN30854,2,2,2,3,Meal Plan 1,0,Room_Type 6,54,2018,6,9,Online,0,0,0,198.9,2,Not_Canceled
INN30855,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,6,30,Online,0,0,0,151,1,Not_Canceled
